[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing DdsImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing EpsImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing FitsStubImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing FliImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing FpxImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 408] Image: failed to import FpxImagePlugin: No module named olefile
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing FtexImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing GbrImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing GifImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing GribStubImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing Hdf5StubImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing IcnsImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing IcoImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing ImImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing ImtImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing IptcImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing JpegImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing Jpeg2KImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing McIdasImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing MicImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 408] Image: failed to import MicImagePlugin: No module named olefile
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing MpegImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing MpoImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing MspImagePlugin
[2019-11-27 17:40:07] DEBUG [init: Image.py, 405] Importing PalmImagePlugin
